,0,aif,autonews,championat,commers,echo,express,fontanka,gazeta,govorit,indicator,interfax,iz,kp,lenta,mediazona,meduza,mk,moscow,motor,novaya,nplus1,ntv,postnauka,radiovesti,rbk,review,ria,rosgazeta,rt,sports,svoboda,tass,thebell,tv1,tvrain,vedomosti,zarulem,zvezda,sum
4119,подложный,3.0,28.0,0.0,11.0,6.0,0.0,8.0,1.0,5.0,0.0,9.0,4.0,5.0,4.0,9.0,7.0,3.0,13.0,2.0,5.0,0.0,5.0,2.0,13.0,11.0,4.0,4.0,5.0,3.0,0.0,4.0,4.0,13.0,2.0,8.0,10.0,6.0,2.0,219.0
5154,журналистка,5.0,0.0,1.0,2.0,13.0,2.0,4.0,9.0,9.0,0.0,4.0,5.0,3.0,12.0,36.0,18.0,9.0,1.0,0.0,11.0,0.0,6.0,0.0,2.0,6.0,0.0,5.0,2.0,4.0,1.0,10.0,2.0,4.0,2.0,23.0,2.0,0.0,5.0,218.0
372,суицидальный,1.0,0.0,2.0,2.0,3.0,0.0,2.0,3.0,18.0,2.0,4.0,4.0,3.0,6.0,5.0,5.0,3.0,2.0,1.0,11.0,76.0,3.0,40.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,4.0,1.0,0.0,0.0,6.0,0.0,2.0,1.0,218.0
4301,водитель,3.0,46.0,0.0,2.0,2.0,1.0,10.0,2.0,5.0,0.0,3.0,5.0,12.0,3.0,3.0,1.0,3.0,7.0,14.0,2.0,1.0,6.0,0.0,6.0,4.0,9.0,3.0,5.0,3.0,0.0,1.0,3.0,1.0,3.0,3.0,2.0,38.0,6.0,218.0
8075,зноп,0.0,0.0,0.0,53.0,5.0,0.0,132.0,0.0,2.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0
868,можайский,14.0,6.0,1.0,1.0,5.0,0.0,5.0,4.0,10.0,0.0,6.0,3.0,3.0,3.0,7.0,3.0,3.0,79.0,0.0,3.0,0.0,3.0,0.0,25.0,4.0,1.0,3.0,2.0,3.0,0.0,2.0,3.0,0.0,1.0,7.0,2.0,2.0,4.0,218.0
6633,авария,4.0,26.0,4.0,3.0,3.0,3.0,11.0,4.0,7.0,1.0,5.0,7.0,15.0,5.0,2.0,3.0,3.0,5.0,9.0,2.0,1.0,7.0,1.0,12.0,8.0,1.0,5.0,5.0,4.0,2.0,2.0,4.0,4.0,5.0,4.0,2.0,20.0,9.0,218.0
2227,здравоохранение,7.0,2.0,0.0,6.0,5.0,1.0,3.0,5.0,11.0,6.0,7.0,8.0,6.0,7.0,3.0,3.0,5.0,21.0,0.0,4.0,1.0,6.0,4.0,16.0,8.0,0.0,12.0,8.0,10.0,0.0,4.0,13.0,2.0,8.0,5.0,4.0,0.0,6.0,217.0
5433,коммерсант,2.0,2.0,0.0,2.0,11.0,0.0,6.0,2.0,3.0,0.0,5.0,2.0,1.0,2.0,33.0,23.0,3.0,0.0,1.0,14.0,0.0,4.0,0.0,2.0,4.0,0.0,2.0,1.0,0.0,0.0,4.0,1.0,54.0,1.0,20.0,7.0,4.0,1.0,217.0
7762,трэйл,0.0,0.0,155.0,1.0,0.0,1.0,1.0,51.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0
8560,гомосексуальность,2.0,0.0,1.0,3.0,8.0,0.0,3.0,5.0,3.0,3.0,1.0,2.0,1.0,13.0,39.0,31.0,4.0,0.0,0.0,4.0,13.0,1.0,23.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,217.0
2004,взлётный,5.0,0.0,0.0,4.0,6.0,0.0,6.0,5.0,9.0,0.0,9.0,8.0,5.0,9.0,2.0,5.0,5.0,9.0,4.0,3.0,2.0,9.0,0.0,20.0,13.0,1.0,8.0,7.0,6.0,0.0,2.0,8.0,3.0,10.0,10.0,6.0,1.0,17.0,217.0
1825,либеро,0.0,0.0,128.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,8.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0
906,оснащать,2.0,14.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,28.0,1.0,8.0,2.0,3.0,2.0,1.0,64.0,1.0,4.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,57.0,3.0,217.0
5298,рейтинг,4.0,12.0,16.0,9.0,4.0,5.0,4.0,6.0,4.0,10.0,5.0,5.0,4.0,7.0,0.0,4.0,3.0,2.0,5.0,3.0,0.0,5.0,1.0,4.0,10.0,4.0,6.0,6.0,5.0,6.0,4.0,4.0,18.0,2.0,7.0,11.0,7.0,4.0,216.0
4400,css,0.0,0.0,0.0,2.0,204.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0
7224,волейболист,2.0,0.0,119.0,2.0,12.0,3.0,3.0,6.0,5.0,0.0,3.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,1.0,0.0,0.0,4.0,0.0,20.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,216.0
7721,roc,4.0,1.0,0.0,36.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,1.0,2.0,4.0,41.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,1.0,33.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,2.0,18.0,0.0,216.0
8464,потерпевший,4.0,1.0,1.0,8.0,6.0,0.0,9.0,5.0,8.0,0.0,9.0,5.0,13.0,7.0,36.0,6.0,7.0,14.0,0.0,11.0,0.0,6.0,1.0,9.0,6.0,0.0,6.0,4.0,4.0,1.0,4.0,5.0,3.0,2.0,8.0,2.0,1.0,4.0,216.0
6706,рскг,0.0,0.0,104.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,216.0
8828,просесть,2.0,0.0,18.0,5.0,1.0,5.0,6.0,4.0,2.0,0.0,65.0,3.0,3.0,3.0,0.0,1.0,12.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,3.0,28.0,2.0,4.0,4.0,3.0,2.0,1.0,4.0,1.0,0.0,5.0,19.0,2.0,216.0
5077,ускориться,5.0,0.0,5.0,6.0,2.0,3.0,4.0,4.0,1.0,5.0,13.0,4.0,2.0,6.0,0.0,3.0,6.0,1.0,7.0,2.0,14.0,2.0,12.0,2.0,10.0,7.0,3.0,5.0,5.0,4.0,2.0,5.0,23.0,3.0,2.0,28.0,9.0,1.0,216.0
5753,автопарк,2.0,33.0,0.0,11.0,1.0,0.0,11.0,1.0,2.0,0.0,2.0,8.0,6.0,1.0,1.0,1.0,2.0,5.0,34.0,2.0,0.0,2.0,0.0,0.0,5.0,12.0,2.0,6.0,2.0,0.0,1.0,4.0,6.0,2.0,1.0,6.0,42.0,2.0,216.0
805,js,6.0,0.0,0.0,26.0,0.0,0.0,2.0,1.0,0.0,0.0,20.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,27.0,0.0,0.0,5.0,3.0,16.0,0.0,1.0,75.0,0.0,0.0,0.0,1.0,24.0,216.0
1015,авто,3.0,43.0,2.0,5.0,1.0,1.0,7.0,2.0,1.0,0.0,1.0,5.0,17.0,1.0,1.0,1.0,7.0,3.0,10.0,2.0,0.0,5.0,0.0,0.0,2.0,14.0,2.0,8.0,1.0,1.0,1.0,2.0,6.0,3.0,2.0,3.0,45.0,8.0,216.0
4749,припарковать,3.0,36.0,1.0,2.0,2.0,1.0,18.0,2.0,5.0,0.0,2.0,4.0,16.0,5.0,5.0,2.0,5.0,7.0,22.0,2.0,0.0,7.0,0.0,8.0,4.0,4.0,3.0,4.0,2.0,0.0,1.0,2.0,1.0,5.0,2.0,1.0,24.0,7.0,215.0
7891,оснастить,2.0,51.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,1.0,4.0,54.0,0.0,3.0,2.0,0.0,2.0,2.0,33.0,2.0,5.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,22.0,6.0,215.0
4741,пассажир,5.0,4.0,0.0,4.0,4.0,0.0,9.0,3.0,9.0,0.0,7.0,7.0,8.0,7.0,1.0,3.0,4.0,28.0,7.0,2.0,0.0,9.0,0.0,14.0,9.0,8.0,7.0,6.0,4.0,0.0,1.0,6.0,3.0,6.0,6.0,4.0,10.0,10.0,215.0
3576,депортировать,5.0,0.0,1.0,2.0,12.0,2.0,4.0,5.0,11.0,2.0,7.0,5.0,3.0,10.0,15.0,7.0,4.0,2.0,0.0,15.0,0.0,9.0,0.0,20.0,7.0,0.0,7.0,2.0,7.0,2.0,12.0,4.0,2.0,4.0,16.0,4.0,1.0,6.0,215.0
7748,macan,1.0,1.0,0.0,59.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,19.0,5.0,3.0,0.0,1.0,0.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,2.0,14.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,1.0,215.0
2416,пиксель,1.0,34.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,10.0,1.0,2.0,1.0,3.0,5.0,7.0,2.0,1.0,12.0,3.0,68.0,6.0,15.0,0.0,1.0,5.0,1.0,10.0,1.0,0.0,1.0,1.0,0.0,2.0,4.0,3.0,8.0,2.0,215.0
4742,карданный,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,215.0
169,ужаховый,0.0,0.0,0.0,13.0,25.0,0.0,2.0,0.0,2.0,0.0,20.0,2.0,1.0,1.0,50.0,6.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,0.0,21.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,214.0
7660,carnegie,0.0,0.0,0.0,12.0,24.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,132.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,17.0,0.0,0.0,10.0,3.0,0.0,1.0,214.0
3074,банка,5.0,1.0,1.0,14.0,4.0,0.0,6.0,3.0,5.0,0.0,11.0,6.0,5.0,5.0,3.0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,2.0,4.0,14.0,0.0,4.0,5.0,4.0,0.0,2.0,6.0,41.0,3.0,7.0,29.0,2.0,2.0,214.0
3172,якокк,2.0,0.0,1.0,28.0,3.0,0.0,11.0,0.0,0.0,0.0,12.0,42.0,4.0,6.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,3.0,3.0,0.0,8.0,9.0,0.0,0.0,10.0,2.0,0.0,5.0,214.0
6257,крымский,8.0,14.0,0.0,3.0,9.0,0.0,3.0,8.0,6.0,2.0,5.0,8.0,4.0,6.0,6.0,3.0,6.0,4.0,1.0,6.0,0.0,7.0,0.0,12.0,7.0,0.0,11.0,8.0,11.0,0.0,10.0,8.0,3.0,11.0,6.0,4.0,1.0,12.0,213.0
3233,hiace,8.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,20.0,18.0,2.0,0.0,0.0,1.0,0.0,28.0,0.0,0.0,3.0,0.0,1.0,2.0,37.0,15.0,32.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,12.0,3.0,213.0
1756,rivian,0.0,1.0,0.0,14.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,17.0,0.0,0.0,0.0,12.0,1.0,0.0,4.0,17.0,7.0,0.0,213.0
1119,captur,1.0,1.0,0.0,20.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,0.0,1.0,3.0,0.0,0.0,0.0,37.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,213.0
2777,желатина,30.0,0.0,0.0,15.0,0.0,0.0,2.0,15.0,0.0,21.0,2.0,14.0,33.0,16.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,9.0,1.0,0.0,2.0,0.0,14.0,13.0,2.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,2.0,213.0
671,коломяжский,0.0,0.0,0.0,37.0,3.0,0.0,109.0,2.0,0.0,0.0,0.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,213.0
6145,змз,0.0,3.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,2.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,72.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,50.0,1.0,213.0
629,outback,0.0,1.0,0.0,20.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,23.0,8.0,1.0,0.0,0.0,0.0,4.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,33.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,8.0,27.0,0.0,212.0
632,судейство,2.0,0.0,31.0,3.0,2.0,82.0,5.0,12.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,57.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,212.0
3042,скончаться,9.0,0.0,2.0,2.0,6.0,3.0,5.0,11.0,13.0,2.0,9.0,12.0,9.0,11.0,5.0,1.0,9.0,8.0,1.0,3.0,1.0,11.0,0.0,20.0,7.0,1.0,11.0,6.0,11.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,9.0,212.0
8103,португалец,3.0,0.0,35.0,2.0,3.0,59.0,2.0,19.0,2.0,0.0,3.0,3.0,2.0,12.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,6.0,2.0,44.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,212.0
3347,осман,3.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,7.0,0.0,3.0,2.0,2.0,4.0,9.0,2.0,1.0,6.0,1.0,2.0,0.0,4.0,107.0,3.0,3.0,0.0,3.0,2.0,4.0,7.0,3.0,3.0,2.0,12.0,3.0,1.0,0.0,5.0,212.0
5914,hubble,3.0,0.0,0.0,11.0,1.0,0.0,2.0,17.0,1.0,23.0,6.0,13.0,8.0,9.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,5.0,0.0,4.0,41.0,0.0,0.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,25.0,212.0
7162,принстонский,1.0,0.0,0.0,13.0,2.0,0.0,1.0,10.0,1.0,24.0,6.0,12.0,24.0,14.0,0.0,0.0,3.0,0.0,1.0,8.0,5.0,3.0,0.0,0.0,4.0,0.0,29.0,14.0,7.0,1.0,10.0,4.0,1.0,0.0,1.0,12.0,0.0,1.0,212.0
7534,кипрский,3.0,0.0,1.0,9.0,5.0,5.0,7.0,3.0,3.0,0.0,11.0,3.0,1.0,4.0,2.0,5.0,1.0,2.0,0.0,4.0,3.0,3.0,0.0,5.0,17.0,1.0,5.0,2.0,2.0,1.0,3.0,6.0,53.0,1.0,12.0,26.0,1.0,2.0,212.0
4345,атрофия,5.0,0.0,1.0,1.0,7.0,6.0,1.0,3.0,7.0,31.0,3.0,2.0,5.0,5.0,0.0,3.0,5.0,2.0,0.0,15.0,47.0,19.0,18.0,0.0,1.0,0.0,3.0,2.0,5.0,2.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,5.0,212.0
2720,жегулевый,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,148.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,13.0,2.0,0.0,1.0,212.0
1363,отмывание,3.0,0.0,0.0,7.0,10.0,0.0,7.0,3.0,5.0,0.0,10.0,4.0,1.0,6.0,9.0,11.0,3.0,1.0,1.0,14.0,0.0,5.0,0.0,5.0,12.0,0.0,5.0,2.0,4.0,0.0,8.0,6.0,36.0,2.0,16.0,12.0,0.0,3.0,211.0
4435,выгорание,6.0,0.0,0.0,4.0,6.0,0.0,8.0,5.0,2.0,3.0,3.0,7.0,5.0,7.0,1.0,7.0,5.0,8.0,0.0,1.0,30.0,8.0,38.0,0.0,2.0,0.0,7.0,5.0,8.0,1.0,4.0,2.0,0.0,5.0,2.0,11.0,4.0,6.0,211.0
4882,спасательный,5.0,4.0,0.0,3.0,3.0,1.0,5.0,5.0,9.0,2.0,9.0,8.0,12.0,5.0,1.0,2.0,4.0,13.0,2.0,3.0,1.0,8.0,0.0,21.0,9.0,1.0,11.0,9.0,8.0,0.0,1.0,10.0,2.0,8.0,3.0,2.0,2.0,19.0,211.0
8398,аргентинец,3.0,0.0,28.0,3.0,2.0,54.0,6.0,17.0,2.0,0.0,4.0,3.0,2.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,6.0,1.0,61.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,211.0
8989,раллийный,1.0,14.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,211.0
2894,ионный,1.0,34.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,50.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,24.0,1.0,15.0,1.0,4.0,0.0,1.0,50.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,7.0,0.0,211.0
5085,заубер,0.0,0.0,134.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,211.0
6438,ride,1.0,1.0,1.0,39.0,0.0,0.0,2.0,9.0,0.0,0.0,7.0,19.0,2.0,2.0,0.0,0.0,0.0,0.0,39.0,2.0,0.0,2.0,0.0,0.0,0.0,23.0,0.0,22.0,0.0,5.0,2.0,5.0,1.0,0.0,4.0,3.0,19.0,1.0,211.0
2070,shelby,5.0,0.0,5.0,35.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,211.0
3127,mrg,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,180.0,0.0,0.0,211.0
7853,модификация,1.0,54.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0,0.0,3.0,0.0,2.0,2.0,1.0,54.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,4.0,211.0
8060,рекордно,5.0,13.0,1.0,5.0,4.0,0.0,4.0,5.0,3.0,18.0,6.0,6.0,3.0,13.0,0.0,3.0,5.0,3.0,3.0,2.0,31.0,6.0,1.0,2.0,7.0,3.0,5.0,3.0,7.0,1.0,4.0,4.0,7.0,7.0,5.0,8.0,2.0,5.0,210.0
4970,потокgoogle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0
3207,авиабилет,8.0,0.0,0.0,8.0,4.0,0.0,5.0,3.0,6.0,0.0,9.0,10.0,5.0,17.0,2.0,5.0,4.0,18.0,0.0,2.0,0.0,5.0,0.0,17.0,14.0,2.0,14.0,6.0,6.0,0.0,2.0,7.0,13.0,4.0,4.0,5.0,1.0,4.0,210.0
5747,метр,4.0,12.0,7.0,7.0,4.0,3.0,7.0,4.0,5.0,3.0,4.0,6.0,7.0,6.0,2.0,3.0,4.0,16.0,6.0,5.0,4.0,5.0,4.0,6.0,6.0,7.0,5.0,7.0,4.0,7.0,3.0,6.0,3.0,5.0,3.0,5.0,8.0,7.0,210.0
8738,хёсфлот,0.0,0.0,173.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0
3373,прототип,1.0,34.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,9.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,71.0,1.0,10.0,2.0,1.0,0.0,1.0,29.0,1.0,4.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,12.0,3.0,209.0
5656,роменский,10.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,9.0,1.0,0.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,118.0,2.0,0.0,0.0,209.0
8416,ницше,6.0,0.0,0.0,19.0,8.0,0.0,3.0,7.0,0.0,0.0,0.0,3.0,10.0,1.0,0.0,3.0,6.0,0.0,0.0,4.0,0.0,2.0,6.0,0.0,1.0,0.0,2.0,15.0,0.0,0.0,106.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,209.0
7892,уплотнитель,2.0,34.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,31.0,1.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.0,2.0,209.0
5224,хоккейный,8.0,0.0,21.0,6.0,3.0,29.0,7.0,27.0,5.0,0.0,8.0,7.0,6.0,7.0,0.0,2.0,1.0,4.0,1.0,2.0,0.0,3.0,0.0,4.0,4.0,1.0,1.0,4.0,1.0,30.0,1.0,2.0,1.0,5.0,3.0,2.0,1.0,2.0,209.0
8260,показательно,3.0,0.0,6.0,5.0,11.0,8.0,5.0,5.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,9.0,13.0,1.0,2.0,13.0,4.0,6.0,31.0,4.0,0.0,6.0,4.0,9.0,4.0,2.0,13.0,2.0,2.0,9.0,2.0,7.0,1.0,2.0,209.0
2144,видеоматериал,6.0,14.0,1.0,4.0,6.0,0.0,6.0,6.0,8.0,6.0,7.0,3.0,24.0,3.0,6.0,3.0,2.0,4.0,1.0,11.0,0.0,7.0,0.0,8.0,5.0,4.0,9.0,6.0,6.0,2.0,7.0,8.0,2.0,7.0,6.0,2.0,5.0,4.0,209.0
9039,проинформировать,5.0,0.0,1.0,3.0,4.0,4.0,4.0,12.0,15.0,0.0,10.0,6.0,3.0,4.0,2.0,2.0,11.0,7.0,1.0,3.0,0.0,5.0,0.0,19.0,7.0,0.0,16.0,6.0,14.0,2.0,2.0,16.0,2.0,5.0,3.0,4.0,4.0,7.0,209.0
1160,аскер,2.0,0.0,1.0,1.0,13.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,3.0,23.0,30.0,2.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,4.0,1.0,9.0,2.0,48.0,2.0,37.0,5.0,0.0,0.0,209.0
4613,подрулевой,2.0,0.0,1.0,18.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,34.0,0.0,209.0
75,авиастроительный,4.0,0.0,0.0,6.0,6.0,0.0,3.0,4.0,11.0,1.0,12.0,7.0,3.0,6.0,3.0,5.0,2.0,1.0,3.0,3.0,4.0,5.0,0.0,7.0,13.0,1.0,6.0,3.0,7.0,0.0,3.0,9.0,27.0,4.0,6.0,17.0,0.0,16.0,208.0
2844,снегопад,4.0,21.0,0.0,3.0,3.0,1.0,11.0,5.0,5.0,1.0,6.0,8.0,13.0,2.0,1.0,1.0,1.0,14.0,2.0,2.0,1.0,7.0,0.0,29.0,6.0,2.0,5.0,4.0,4.0,1.0,1.0,7.0,0.0,14.0,3.0,1.0,7.0,12.0,208.0
7499,ускорительный,3.0,0.0,0.0,26.0,3.0,0.0,0.0,2.0,0.0,26.0,0.0,8.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,13.0,0.0,50.0,8.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0
6651,дрэга,3.0,1.0,4.0,25.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,7.0,23.0,3.0,0.0,4.0,0.0,1.0,75.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,1.0,2.0,0.0,7.0,12.0,9.0,0.0,1.0,0.0,0.0,2.0,0.0,208.0
665,популяризация,6.0,0.0,4.0,7.0,3.0,5.0,3.0,5.0,5.0,38.0,5.0,6.0,6.0,4.0,4.0,2.0,3.0,12.0,2.0,4.0,1.0,4.0,5.0,7.0,2.0,1.0,9.0,9.0,4.0,4.0,2.0,18.0,1.0,2.0,4.0,4.0,3.0,4.0,208.0
