,0,aif,autonews,championat,commers,echo,express,fontanka,gazeta,govorit,indicator,interfax,iz,kp,lenta,mediazona,meduza,mk,moscow,motor,novaya,nplus1,ntv,postnauka,radiovesti,rbk,review,ria,rosgazeta,rt,sports,svoboda,tass,thebell,tv1,tvrain,vedomosti,zarulem,zvezda,sum
8293,sport,57.0,35.0,290.0,559.0,21.0,115.0,41.0,812.0,4.0,0.0,52.0,326.0,120.0,176.0,0.0,13.0,5.0,11.0,712.0,2.0,0.0,10.0,0.0,0.0,20.0,330.0,41.0,676.0,10.0,950.0,15.0,41.0,1.0,0.0,10.0,81.0,209.0,20.0,5765.0
6233,ибрагим,141.0,0.0,92.0,404.0,174.0,34.0,73.0,679.0,83.0,1.0,362.0,305.0,622.0,299.0,75.0,56.0,110.0,35.0,0.0,125.0,0.0,58.0,0.0,10.0,152.0,0.0,452.0,256.0,143.0,298.0,66.0,424.0,3.0,25.0,64.0,57.0,3.0,76.0,5757.0
2650,жириновский,213.0,0.0,3.0,382.0,373.0,0.0,151.0,448.0,45.0,0.0,212.0,292.0,589.0,250.0,13.0,42.0,307.0,371.0,0.0,68.0,0.0,108.0,0.0,9.0,139.0,0.0,796.0,122.0,112.0,0.0,139.0,281.0,11.0,117.0,45.0,68.0,1.0,44.0,5751.0
3086,кабардино,134.0,2.0,2.0,408.0,68.0,0.0,67.0,217.0,17.0,1.0,201.0,254.0,559.0,150.0,72.0,42.0,80.0,41.0,3.0,105.0,0.0,49.0,0.0,10.0,122.0,0.0,620.0,473.0,149.0,1.0,58.0,1582.0,1.0,57.0,56.0,62.0,9.0,78.0,5750.0
8737,куба,203.0,0.0,66.0,394.0,85.0,1.0,52.0,312.0,16.0,0.0,359.0,332.0,294.0,102.0,1.0,24.0,75.0,18.0,0.0,22.0,4.0,48.0,0.0,3.0,170.0,1.0,798.0,464.0,322.0,22.0,77.0,1182.0,0.0,86.0,17.0,44.0,4.0,148.0,5746.0
5630,удэ,126.0,0.0,16.0,418.0,256.0,1.0,57.0,176.0,73.0,0.0,409.0,215.0,810.0,103.0,154.0,127.0,80.0,27.0,3.0,228.0,2.0,40.0,0.0,4.0,136.0,1.0,435.0,276.0,83.0,5.0,106.0,1074.0,2.0,51.0,98.0,44.0,4.0,98.0,5738.0
149,www,201.0,0.0,49.0,1228.0,129.0,0.0,352.0,80.0,30.0,3.0,64.0,25.0,2375.0,4.0,1.0,6.0,41.0,52.0,0.0,12.0,0.0,4.0,9.0,0.0,14.0,2.0,78.0,393.0,6.0,35.0,21.0,457.0,5.0,9.0,9.0,13.0,19.0,9.0,5735.0
3449,фомин,144.0,0.0,29.0,545.0,249.0,2.0,87.0,213.0,171.0,10.0,443.0,193.0,576.0,110.0,185.0,121.0,93.0,127.0,1.0,468.0,0.0,43.0,0.0,1.0,116.0,0.0,350.0,291.0,162.0,63.0,181.0,299.0,2.0,25.0,134.0,130.0,3.0,166.0,5733.0
7041,spacex,201.0,7.0,0.0,296.0,218.0,0.0,93.0,385.0,57.0,42.0,764.0,406.0,210.0,332.0,0.0,107.0,37.0,0.0,21.0,26.0,2.0,129.0,0.0,0.0,285.0,4.0,612.0,205.0,108.0,0.0,77.0,667.0,35.0,6.0,79.0,147.0,2.0,172.0,5732.0
6653,маск,220.0,13.0,1.0,282.0,143.0,0.0,316.0,810.0,37.0,16.0,239.0,328.0,479.0,352.0,0.0,220.0,90.0,1.0,117.0,30.0,0.0,164.0,1.0,0.0,247.0,49.0,377.0,251.0,78.0,0.0,59.0,293.0,67.0,10.0,101.0,116.0,44.0,165.0,5716.0
596,вфл,206.0,0.0,457.0,569.0,186.0,181.0,45.0,1143.0,59.0,0.0,729.0,437.0,134.0,152.0,2.0,9.0,2.0,209.0,0.0,35.0,0.0,38.0,0.0,1.0,24.0,0.0,0.0,149.0,33.0,729.0,65.0,25.0,1.0,1.0,12.0,51.0,0.0,20.0,5704.0
5489,брексит,17.0,0.0,0.0,2229.0,124.0,0.0,12.0,30.0,0.0,0.0,6.0,2.0,165.0,18.0,0.0,1.0,39.0,0.0,0.0,365.0,0.0,1.0,0.0,2.0,0.0,0.0,21.0,28.0,2437.0,19.0,1.0,4.0,0.0,0.0,169.0,1.0,0.0,9.0,5700.0
7313,медпомощь,209.0,0.0,0.0,490.0,91.0,0.0,33.0,186.0,53.0,0.0,362.0,263.0,814.0,125.0,22.0,8.0,112.0,434.0,0.0,46.0,0.0,51.0,0.0,11.0,133.0,0.0,735.0,507.0,171.0,2.0,31.0,636.0,2.0,18.0,11.0,48.0,4.0,87.0,5695.0
554,степан,306.0,0.0,33.0,328.0,146.0,12.0,64.0,459.0,17.0,9.0,123.0,314.0,1248.0,261.0,35.0,60.0,176.0,37.0,6.0,72.0,0.0,67.0,2.0,3.0,120.0,2.0,384.0,419.0,252.0,72.0,153.0,275.0,1.0,88.0,23.0,39.0,1.0,87.0,5694.0
3595,рунет,92.0,0.0,2.0,776.0,318.0,0.0,176.0,164.0,52.0,0.0,326.0,169.0,225.0,192.0,19.0,209.0,83.0,86.0,1.0,304.0,0.0,113.0,1.0,2.0,264.0,1.0,465.0,239.0,126.0,30.0,352.0,326.0,153.0,50.0,110.0,219.0,0.0,48.0,5693.0
659,дели,176.0,10.0,4.0,390.0,79.0,0.0,43.0,180.0,59.0,2.0,313.0,346.0,166.0,166.0,26.0,44.0,52.0,21.0,23.0,27.0,0.0,33.0,0.0,8.0,95.0,16.0,1644.0,232.0,294.0,2.0,35.0,997.0,1.0,31.0,27.0,42.0,6.0,95.0,5685.0
262,калуга,112.0,7.0,1.0,340.0,85.0,0.0,34.0,164.0,82.0,0.0,263.0,466.0,557.0,129.0,25.0,33.0,87.0,247.0,21.0,62.0,0.0,67.0,0.0,9.0,118.0,65.0,624.0,936.0,89.0,11.0,47.0,678.0,9.0,52.0,29.0,80.0,52.0,102.0,5683.0
1199,андреев,174.0,0.0,50.0,668.0,137.0,34.0,109.0,425.0,25.0,1.0,115.0,250.0,1115.0,123.0,68.0,89.0,174.0,47.0,1.0,118.0,3.0,74.0,1.0,2.0,113.0,2.0,340.0,357.0,165.0,81.0,167.0,308.0,21.0,62.0,48.0,146.0,5.0,60.0,5678.0
7631,нпо,120.0,0.0,0.0,1124.0,69.0,0.0,64.0,184.0,16.0,6.0,417.0,396.0,284.0,98.0,11.0,14.0,49.0,52.0,3.0,22.0,2.0,34.0,2.0,4.0,156.0,2.0,830.0,283.0,150.0,0.0,51.0,962.0,3.0,36.0,11.0,83.0,2.0,137.0,5677.0
804,арашук,140.0,0.0,0.0,368.0,231.0,0.0,116.0,387.0,143.0,0.0,841.0,329.0,749.0,185.0,33.0,42.0,117.0,204.0,0.0,62.0,0.0,172.0,0.0,19.0,172.0,0.0,398.0,164.0,135.0,0.0,73.0,198.0,15.0,48.0,78.0,177.0,0.0,77.0,5673.0
6685,новатэк,44.0,0.0,0.0,1401.0,18.0,0.0,56.0,75.0,7.0,0.0,1395.0,105.0,127.0,135.0,2.0,0.0,17.0,1.0,0.0,14.0,0.0,24.0,0.0,0.0,465.0,0.0,443.0,96.0,39.0,10.0,18.0,535.0,39.0,16.0,27.0,553.0,0.0,9.0,5671.0
5508,агрегатор,76.0,8.0,0.0,1069.0,115.0,0.0,130.0,160.0,74.0,1.0,334.0,404.0,460.0,153.0,9.0,85.0,51.0,255.0,2.0,48.0,1.0,68.0,0.0,3.0,180.0,1.0,305.0,562.0,109.0,1.0,37.0,384.0,64.0,16.0,41.0,313.0,108.0,27.0,5654.0
7530,авиаудар,233.0,0.0,0.0,408.0,180.0,0.0,84.0,350.0,37.0,0.0,421.0,328.0,247.0,299.0,1.0,47.0,76.0,0.0,0.0,56.0,0.0,67.0,0.0,17.0,306.0,0.0,1029.0,173.0,321.0,1.0,105.0,469.0,19.0,54.0,53.0,55.0,0.0,213.0,5649.0
7082,галкин,172.0,1.0,27.0,217.0,93.0,0.0,43.0,1059.0,67.0,0.0,56.0,113.0,1407.0,269.0,39.0,68.0,527.0,20.0,0.0,42.0,0.0,168.0,0.0,0.0,101.0,1.0,267.0,230.0,78.0,59.0,139.0,103.0,4.0,73.0,58.0,36.0,2.0,92.0,5631.0
4708,ломоносов,221.0,0.0,0.0,429.0,63.0,0.0,284.0,158.0,18.0,95.0,240.0,321.0,726.0,86.0,4.0,23.0,102.0,352.0,0.0,59.0,2.0,49.0,6.0,12.0,92.0,0.0,648.0,386.0,207.0,1.0,49.0,679.0,1.0,130.0,32.0,53.0,0.0,94.0,5622.0
8526,черкесия,111.0,2.0,1.0,321.0,164.0,0.0,84.0,254.0,75.0,1.0,410.0,249.0,650.0,200.0,64.0,37.0,71.0,25.0,9.0,60.0,0.0,78.0,0.0,14.0,189.0,3.0,476.0,331.0,127.0,2.0,82.0,1163.0,15.0,69.0,110.0,100.0,6.0,68.0,5621.0
6095,рамзан,129.0,0.0,67.0,353.0,349.0,6.0,190.0,604.0,97.0,0.0,233.0,87.0,779.0,337.0,121.0,198.0,138.0,5.0,2.0,253.0,0.0,111.0,0.0,3.0,143.0,0.0,404.0,129.0,108.0,67.0,200.0,280.0,2.0,30.0,123.0,40.0,2.0,31.0,5621.0
5550,яковлев,159.0,0.0,140.0,559.0,122.0,1.0,207.0,464.0,43.0,1.0,121.0,178.0,1223.0,140.0,29.0,72.0,171.0,145.0,1.0,98.0,0.0,56.0,6.0,2.0,106.0,1.0,265.0,356.0,113.0,162.0,123.0,259.0,4.0,72.0,46.0,81.0,0.0,78.0,5604.0
4346,савченко,311.0,0.0,16.0,472.0,76.0,0.0,68.0,662.0,22.0,4.0,190.0,375.0,418.0,319.0,16.0,19.0,138.0,13.0,0.0,44.0,0.0,72.0,0.0,10.0,205.0,0.0,800.0,222.0,364.0,50.0,101.0,326.0,1.0,85.0,42.0,18.0,2.0,139.0,5600.0
6735,увд,71.0,0.0,0.0,412.0,248.0,0.0,122.0,238.0,107.0,0.0,659.0,216.0,498.0,145.0,254.0,128.0,231.0,403.0,0.0,200.0,0.0,45.0,0.0,4.0,230.0,0.0,326.0,227.0,169.0,0.0,94.0,277.0,11.0,18.0,107.0,101.0,4.0,47.0,5592.0
3701,донский,104.0,0.0,20.0,651.0,32.0,1.0,22.0,141.0,13.0,4.0,68.0,110.0,2795.0,52.0,39.0,21.0,52.0,252.0,0.0,24.0,1.0,21.0,7.0,1.0,40.0,0.0,176.0,505.0,20.0,62.0,48.0,236.0,0.0,27.0,7.0,13.0,0.0,26.0,5591.0
2880,денисов,174.0,0.0,21.0,516.0,108.0,1.0,119.0,402.0,61.0,17.0,364.0,270.0,550.0,142.0,19.0,18.0,107.0,32.0,0.0,141.0,17.0,46.0,10.0,10.0,110.0,0.0,644.0,249.0,337.0,332.0,104.0,476.0,4.0,57.0,21.0,66.0,0.0,36.0,5581.0
5039,пулково,60.0,0.0,2.0,1123.0,110.0,0.0,1101.0,85.0,24.0,0.0,292.0,159.0,710.0,87.0,8.0,23.0,31.0,12.0,0.0,60.0,0.0,60.0,0.0,2.0,200.0,0.0,260.0,168.0,97.0,8.0,24.0,501.0,18.0,28.0,46.0,187.0,1.0,80.0,5567.0
4903,нур,176.0,3.0,125.0,488.0,78.0,4.0,52.0,271.0,25.0,2.0,340.0,222.0,254.0,98.0,6.0,15.0,65.0,22.0,2.0,92.0,1.0,43.0,0.0,7.0,88.0,1.0,1564.0,180.0,174.0,40.0,56.0,871.0,4.0,48.0,47.0,32.0,2.0,64.0,5562.0
6166,туктамышев,130.0,0.0,680.0,53.0,15.0,79.0,160.0,2211.0,1.0,0.0,24.0,99.0,941.0,127.0,0.0,14.0,7.0,2.0,0.0,14.0,0.0,17.0,0.0,3.0,1.0,0.0,4.0,149.0,68.0,673.0,0.0,18.0,0.0,62.0,6.0,1.0,0.0,1.0,5560.0
3333,себастьян,113.0,1.0,710.0,324.0,136.0,28.0,104.0,531.0,28.0,0.0,241.0,254.0,209.0,114.0,0.0,32.0,22.0,4.0,20.0,50.0,0.0,42.0,1.0,6.0,85.0,6.0,376.0,236.0,150.0,1165.0,53.0,383.0,3.0,41.0,18.0,39.0,5.0,29.0,5559.0
3046,хачатурян,172.0,0.0,0.0,252.0,327.0,0.0,93.0,508.0,132.0,0.0,263.0,142.0,661.0,323.0,113.0,247.0,381.0,157.0,0.0,316.0,0.0,78.0,0.0,0.0,165.0,0.0,247.0,109.0,184.0,2.0,227.0,226.0,0.0,29.0,146.0,33.0,0.0,26.0,5559.0
7585,шотландия,170.0,0.0,235.0,381.0,98.0,2.0,56.0,746.0,37.0,17.0,409.0,362.0,364.0,288.0,2.0,38.0,114.0,40.0,4.0,44.0,31.0,57.0,3.0,1.0,62.0,3.0,255.0,415.0,380.0,197.0,73.0,453.0,4.0,75.0,24.0,54.0,2.0,61.0,5557.0
6465,xxi,215.0,0.0,52.0,664.0,121.0,5.0,87.0,288.0,7.0,30.0,108.0,344.0,590.0,170.0,8.0,104.0,174.0,94.0,20.0,69.0,4.0,89.0,34.0,2.0,74.0,6.0,355.0,510.0,148.0,57.0,252.0,520.0,7.0,120.0,17.0,114.0,12.0,81.0,5552.0
6015,нил,216.0,3.0,48.0,402.0,150.0,16.0,63.0,444.0,49.0,23.0,248.0,342.0,316.0,156.0,3.0,97.0,94.0,180.0,6.0,68.0,13.0,58.0,6.0,6.0,92.0,0.0,575.0,395.0,265.0,371.0,101.0,494.0,4.0,57.0,28.0,40.0,18.0,103.0,5550.0
1472,шестун,94.0,0.0,0.0,373.0,406.0,0.0,13.0,95.0,49.0,0.0,972.0,162.0,302.0,118.0,114.0,127.0,29.0,425.0,0.0,482.0,0.0,26.0,0.0,0.0,214.0,0.0,564.0,127.0,118.0,0.0,93.0,292.0,6.0,7.0,135.0,160.0,0.0,40.0,5543.0
7828,мма,66.0,0.0,925.0,82.0,22.0,188.0,27.0,1848.0,9.0,0.0,92.0,329.0,367.0,441.0,8.0,16.0,34.0,29.0,0.0,10.0,0.0,40.0,0.0,0.0,32.0,0.0,17.0,265.0,72.0,523.0,6.0,38.0,1.0,2.0,14.0,4.0,1.0,34.0,5542.0
7790,тихонов,124.0,0.0,178.0,666.0,173.0,41.0,255.0,442.0,18.0,1.0,176.0,127.0,508.0,98.0,85.0,105.0,81.0,131.0,0.0,224.0,0.0,33.0,0.0,0.0,81.0,0.0,221.0,261.0,95.0,607.0,142.0,353.0,42.0,18.0,97.0,131.0,5.0,22.0,5541.0
1123,устаревший,194.0,1.0,13.0,709.0,90.0,1.0,86.0,314.0,30.0,8.0,227.0,366.0,545.0,199.0,4.0,55.0,116.0,82.0,33.0,42.0,1.0,76.0,14.0,1.0,142.0,26.0,372.0,627.0,175.0,9.0,99.0,479.0,9.0,72.0,29.0,158.0,71.0,63.0,5538.0
2091,associated,149.0,1.0,6.0,81.0,146.0,1.0,71.0,477.0,65.0,3.0,1634.0,221.0,110.0,344.0,12.0,134.0,46.0,0.0,1.0,70.0,6.0,58.0,0.0,11.0,279.0,1.0,49.0,186.0,309.0,13.0,110.0,524.0,7.0,15.0,226.0,103.0,2.0,64.0,5535.0
3564,козлов,121.0,0.0,26.0,918.0,92.0,5.0,46.0,210.0,31.0,8.0,189.0,183.0,858.0,87.0,53.0,38.0,82.0,88.0,2.0,165.0,0.0,66.0,0.0,1.0,83.0,0.0,486.0,506.0,93.0,153.0,102.0,568.0,15.0,54.0,35.0,89.0,0.0,81.0,5534.0
271,пошло,181.0,0.0,223.0,414.0,177.0,21.0,173.0,378.0,30.0,4.0,96.0,196.0,1204.0,96.0,16.0,84.0,171.0,21.0,12.0,122.0,7.0,77.0,11.0,1.0,41.0,10.0,233.0,480.0,85.0,289.0,210.0,150.0,13.0,133.0,16.0,72.0,26.0,60.0,5533.0
4528,неймара,81.0,0.0,117.0,170.0,41.0,68.0,8.0,2037.0,14.0,0.0,81.0,117.0,128.0,285.0,0.0,13.0,3.0,0.0,1.0,0.0,0.0,15.0,0.0,1.0,25.0,0.0,2.0,275.0,6.0,1992.0,5.0,9.0,0.0,2.0,18.0,1.0,0.0,6.0,5521.0
9046,светов,110.0,3.0,6.0,412.0,484.0,0.0,69.0,123.0,11.0,82.0,273.0,129.0,545.0,222.0,102.0,262.0,109.0,220.0,30.0,212.0,39.0,33.0,37.0,0.0,106.0,14.0,342.0,303.0,147.0,1.0,368.0,292.0,2.0,16.0,205.0,65.0,45.0,92.0,5511.0
3152,кевин,92.0,0.0,410.0,323.0,57.0,29.0,46.0,852.0,23.0,2.0,157.0,199.0,198.0,201.0,0.0,131.0,39.0,1.0,12.0,14.0,8.0,36.0,0.0,2.0,58.0,4.0,166.0,247.0,128.0,1662.0,47.0,192.0,8.0,35.0,30.0,46.0,4.0,41.0,5500.0
5271,росгвардеец,58.0,0.0,5.0,397.0,381.0,3.0,125.0,222.0,76.0,0.0,345.0,89.0,1225.0,188.0,16.0,210.0,141.0,143.0,0.0,418.0,0.0,83.0,0.0,1.0,145.0,0.0,284.0,193.0,49.0,20.0,220.0,163.0,7.0,51.0,133.0,64.0,0.0,40.0,5495.0
5730,подъесть,87.0,1.0,3.0,399.0,98.0,6.0,43.0,370.0,13.0,5.0,848.0,282.0,800.0,391.0,35.0,49.0,174.0,48.0,16.0,73.0,5.0,44.0,12.0,7.0,99.0,12.0,315.0,369.0,0.0,66.0,73.0,442.0,2.0,64.0,36.0,65.0,36.0,93.0,5481.0
2184,en,66.0,0.0,3.0,559.0,111.0,15.0,154.0,456.0,29.0,0.0,979.0,193.0,160.0,63.0,3.0,21.0,38.0,3.0,0.0,100.0,3.0,101.0,9.0,2.0,291.0,1.0,278.0,188.0,214.0,96.0,49.0,649.0,54.0,0.0,50.0,494.0,16.0,24.0,5472.0
737,tv,120.0,0.0,29.0,534.0,55.0,15.0,62.0,489.0,34.0,0.0,370.0,304.0,436.0,298.0,12.0,176.0,47.0,14.0,16.0,42.0,0.0,55.0,4.0,2.0,207.0,0.0,588.0,390.0,216.0,118.0,24.0,415.0,29.0,7.0,89.0,126.0,4.0,141.0,5468.0
1985,башар,146.0,0.0,7.0,244.0,117.0,0.0,72.0,568.0,17.0,0.0,224.0,409.0,682.0,377.0,6.0,55.0,119.0,17.0,2.0,73.0,0.0,105.0,0.0,4.0,197.0,0.0,690.0,130.0,266.0,3.0,187.0,476.0,9.0,66.0,35.0,43.0,0.0,122.0,5468.0
549,ura,27.0,0.0,2.0,154.0,99.0,0.0,48.0,305.0,53.0,0.0,50.0,94.0,47.0,415.0,78.0,37.0,74.0,3.0,0.0,38.0,0.0,40.0,0.0,0.0,130.0,0.0,120.0,11.0,3398.0,2.0,16.0,33.0,4.0,3.0,118.0,27.0,0.0,38.0,5464.0
5335,тони,76.0,0.0,611.0,330.0,53.0,37.0,32.0,1116.0,9.0,1.0,114.0,220.0,576.0,320.0,0.0,102.0,41.0,53.0,7.0,12.0,0.0,47.0,6.0,0.0,63.0,16.0,182.0,282.0,162.0,676.0,29.0,171.0,7.0,14.0,26.0,32.0,0.0,38.0,5461.0
7770,тайвань,127.0,0.0,5.0,387.0,60.0,0.0,50.0,243.0,19.0,10.0,671.0,302.0,207.0,266.0,2.0,52.0,121.0,12.0,4.0,39.0,11.0,48.0,3.0,10.0,181.0,8.0,1238.0,354.0,148.0,8.0,84.0,603.0,6.0,29.0,27.0,71.0,5.0,47.0,5458.0
377,клишас,145.0,0.0,0.0,477.0,275.0,0.0,246.0,158.0,76.0,0.0,554.0,156.0,106.0,112.0,44.0,49.0,136.0,112.0,0.0,251.0,0.0,42.0,0.0,10.0,175.0,0.0,910.0,272.0,111.0,0.0,165.0,415.0,24.0,82.0,122.0,175.0,0.0,54.0,5454.0
2698,пак,122.0,1.0,23.0,369.0,67.0,0.0,160.0,1268.0,49.0,0.0,314.0,298.0,487.0,249.0,23.0,27.0,104.0,346.0,1.0,70.0,4.0,65.0,0.0,4.0,143.0,0.0,224.0,300.0,72.0,192.0,68.0,176.0,2.0,6.0,36.0,73.0,0.0,110.0,5453.0
6780,лена,213.0,0.0,50.0,315.0,407.0,2.0,36.0,297.0,9.0,5.0,104.0,232.0,1537.0,104.0,12.0,108.0,217.0,17.0,1.0,156.0,3.0,65.0,1.0,3.0,74.0,1.0,329.0,325.0,112.0,70.0,123.0,351.0,0.0,58.0,12.0,43.0,5.0,52.0,5449.0
3816,нева,100.0,0.0,73.0,439.0,89.0,8.0,840.0,180.0,20.0,0.0,89.0,230.0,1474.0,44.0,0.0,6.0,73.0,29.0,0.0,70.0,0.0,116.0,0.0,8.0,46.0,4.0,172.0,480.0,63.0,81.0,24.0,366.0,0.0,164.0,6.0,25.0,8.0,111.0,5438.0
3767,financial,101.0,5.0,2.0,617.0,161.0,0.0,110.0,352.0,37.0,0.0,625.0,259.0,101.0,169.0,18.0,69.0,61.0,55.0,9.0,73.0,0.0,50.0,0.0,6.0,310.0,5.0,453.0,102.0,146.0,20.0,76.0,472.0,68.0,28.0,55.0,764.0,3.0,52.0,5434.0
1735,долгов,116.0,0.0,9.0,1152.0,23.0,1.0,60.0,253.0,13.0,0.0,557.0,294.0,301.0,119.0,11.0,12.0,117.0,41.0,0.0,76.0,0.0,22.0,4.0,5.0,253.0,0.0,377.0,341.0,160.0,4.0,48.0,624.0,43.0,11.0,21.0,320.0,2.0,44.0,5434.0
3394,пристайко,181.0,0.0,0.0,268.0,96.0,0.0,60.0,598.0,43.0,0.0,334.0,354.0,196.0,491.0,0.0,7.0,177.0,0.0,0.0,64.0,0.0,43.0,0.0,12.0,254.0,0.0,674.0,99.0,618.0,0.0,71.0,546.0,2.0,53.0,41.0,23.0,0.0,122.0,5427.0
2368,апартамент,84.0,0.0,3.0,1551.0,81.0,1.0,153.0,165.0,19.0,0.0,99.0,119.0,784.0,502.0,2.0,22.0,88.0,345.0,4.0,32.0,0.0,43.0,0.0,1.0,83.0,0.0,111.0,417.0,29.0,5.0,29.0,175.0,13.0,4.0,13.0,422.0,3.0,22.0,5424.0
6708,филиппина,262.0,1.0,33.0,333.0,72.0,0.0,54.0,345.0,31.0,3.0,456.0,316.0,277.0,183.0,7.0,39.0,64.0,159.0,12.0,20.0,13.0,94.0,4.0,5.0,164.0,6.0,953.0,334.0,225.0,35.0,68.0,553.0,4.0,53.0,66.0,60.0,6.0,106.0,5416.0
8887,гуп,30.0,2.0,0.0,1568.0,26.0,0.0,1054.0,26.0,14.0,0.0,245.0,82.0,252.0,12.0,3.0,3.0,26.0,992.0,0.0,64.0,0.0,16.0,0.0,1.0,105.0,0.0,219.0,241.0,26.0,0.0,11.0,305.0,4.0,1.0,12.0,69.0,3.0,3.0,5415.0
4639,фз,111.0,0.0,1.0,1611.0,128.0,0.0,137.0,144.0,15.0,9.0,362.0,222.0,458.0,36.0,25.0,12.0,67.0,347.0,1.0,172.0,0.0,2.0,0.0,0.0,199.0,0.0,267.0,538.0,67.0,1.0,18.0,336.0,9.0,0.0,9.0,68.0,28.0,14.0,5414.0
4403,малахов,195.0,0.0,8.0,222.0,89.0,4.0,67.0,1243.0,46.0,0.0,104.0,93.0,1794.0,330.0,19.0,34.0,272.0,16.0,0.0,47.0,0.0,27.0,0.0,0.0,77.0,0.0,176.0,131.0,79.0,21.0,73.0,100.0,1.0,15.0,61.0,25.0,0.0,41.0,5410.0
1605,джексон,167.0,0.0,251.0,241.0,185.0,1.0,39.0,1097.0,54.0,4.0,160.0,334.0,404.0,409.0,2.0,125.0,82.0,16.0,7.0,14.0,1.0,58.0,4.0,0.0,51.0,5.0,206.0,312.0,191.0,322.0,177.0,187.0,3.0,34.0,58.0,80.0,3.0,117.0,5401.0
8677,алжир,150.0,0.0,16.0,476.0,211.0,4.0,54.0,289.0,25.0,1.0,382.0,262.0,173.0,106.0,0.0,16.0,30.0,8.0,1.0,104.0,3.0,41.0,17.0,2.0,113.0,3.0,928.0,292.0,134.0,57.0,113.0,1192.0,2.0,13.0,19.0,79.0,1.0,77.0,5394.0
7836,валенсия,74.0,0.0,660.0,237.0,58.0,109.0,16.0,1051.0,10.0,3.0,370.0,215.0,366.0,96.0,0.0,15.0,7.0,1.0,3.0,24.0,0.0,22.0,0.0,3.0,37.0,5.0,146.0,334.0,26.0,1387.0,3.0,76.0,0.0,8.0,3.0,4.0,0.0,24.0,5393.0
4812,луценко,232.0,0.0,11.0,223.0,64.0,0.0,49.0,691.0,20.0,0.0,284.0,378.0,260.0,445.0,8.0,16.0,114.0,5.0,0.0,70.0,0.0,97.0,0.0,6.0,246.0,0.0,747.0,183.0,440.0,58.0,94.0,413.0,2.0,88.0,34.0,23.0,0.0,87.0,5388.0
3861,минкомсвязи,104.0,1.0,0.0,739.0,154.0,0.0,113.0,159.0,52.0,1.0,426.0,332.0,124.0,114.0,43.0,84.0,27.0,57.0,2.0,96.0,0.0,58.0,0.0,3.0,251.0,0.0,558.0,348.0,152.0,0.0,30.0,653.0,33.0,13.0,85.0,508.0,10.0,54.0,5384.0
8367,пр,284.0,0.0,1.0,1065.0,131.0,0.0,161.0,60.0,2.0,18.0,52.0,84.0,2646.0,3.0,5.0,5.0,187.0,13.0,0.0,79.0,0.0,2.0,4.0,0.0,66.0,1.0,46.0,157.0,20.0,1.0,67.0,116.0,3.0,1.0,9.0,68.0,10.0,12.0,5379.0
5175,кононов,88.0,0.0,338.0,265.0,104.0,28.0,54.0,1491.0,53.0,4.0,221.0,220.0,284.0,116.0,14.0,14.0,24.0,122.0,0.0,27.0,0.0,28.0,1.0,12.0,58.0,0.0,158.0,495.0,44.0,863.0,50.0,138.0,2.0,12.0,20.0,23.0,0.0,6.0,5377.0
6021,хельсинки,102.0,0.0,91.0,408.0,91.0,3.0,772.0,270.0,14.0,4.0,284.0,312.0,334.0,105.0,2.0,23.0,75.0,89.0,4.0,55.0,1.0,44.0,0.0,7.0,128.0,2.0,738.0,200.0,145.0,38.0,77.0,774.0,2.0,62.0,11.0,52.0,1.0,56.0,5376.0
8987,азс,157.0,3.0,0.0,920.0,34.0,1.0,233.0,223.0,28.0,0.0,320.0,282.0,647.0,113.0,3.0,2.0,94.0,84.0,26.0,20.0,0.0,35.0,0.0,3.0,271.0,12.0,336.0,406.0,208.0,4.0,2.0,289.0,8.0,17.0,15.0,250.0,256.0,69.0,5371.0
4168,джонс,99.0,0.0,791.0,289.0,27.0,17.0,11.0,856.0,5.0,16.0,129.0,160.0,236.0,354.0,2.0,63.0,31.0,4.0,3.0,48.0,15.0,27.0,4.0,0.0,55.0,1.0,188.0,237.0,189.0,1221.0,62.0,146.0,0.0,22.0,14.0,25.0,0.0,19.0,5366.0
405,al,168.0,0.0,13.0,153.0,104.0,6.0,97.0,351.0,23.0,1.0,267.0,288.0,131.0,332.0,2.0,43.0,75.0,3.0,0.0,56.0,10.0,42.0,11.0,1.0,302.0,4.0,585.0,216.0,278.0,16.0,18.0,1515.0,6.0,6.0,64.0,84.0,0.0,86.0,5357.0
1233,ано,101.0,0.0,5.0,930.0,33.0,0.0,118.0,249.0,5.0,8.0,382.0,157.0,491.0,109.0,15.0,10.0,53.0,182.0,3.0,51.0,1.0,11.0,0.0,1.0,146.0,0.0,676.0,257.0,69.0,13.0,14.0,1062.0,17.0,51.0,15.0,112.0,0.0,8.0,5355.0
341,байконур,139.0,0.0,0.0,246.0,105.0,0.0,57.0,238.0,54.0,18.0,581.0,353.0,272.0,152.0,0.0,19.0,62.0,7.0,0.0,39.0,0.0,72.0,0.0,5.0,167.0,0.0,1183.0,175.0,274.0,1.0,40.0,755.0,1.0,56.0,42.0,51.0,1.0,189.0,5354.0
5042,левченко,152.0,0.0,29.0,798.0,152.0,1.0,43.0,222.0,62.0,0.0,352.0,272.0,461.0,165.0,84.0,249.0,115.0,1.0,0.0,95.0,0.0,44.0,0.0,12.0,182.0,0.0,404.0,173.0,243.0,40.0,68.0,577.0,9.0,73.0,102.0,103.0,0.0,71.0,5354.0
